,ranking,name,country,score
896,801-900,西湖大学,中国,
897,801-900,弗罗茨瓦夫医科大学,波兰,
898,801-900,燕山大学,中国,
899,801-900,宰加济格大学,埃及,
900,901-1000,亚伯大学,英国,
901,901-1000,波兹南密茨凯维奇大学,波兰,
902,901-1000,爱资哈尔大学,埃及,
903,901-1000,阿里格尔穆斯林大学,印度,
904,901-1000,阿默斯特学院,美国,
905,901-1000,安徽工业大学,中国,
906,901-1000,安那大学,印度,
907,901-1000,邦德大学,澳大利亚,
908,901-1000,马德里卡洛斯三世大学,西班牙,
909,901-1000,查尔斯达尔文大学,澳大利亚,
910,901-1000,清迈大学,泰国,
911,901-1000,三峡大学,中国,
912,901-1000,纽约城市大学亨特学院,美国,
913,901-1000,大连医科大学,中国,
914,901-1000,爱琴海大学,土耳其,
915,901-1000,爱媛大学,日本,
916,901-1000,巴伊亚联邦大学,巴西,
917,901-1000,圣玛丽亚联邦大学,巴西,
918,901-1000,维索萨联邦大学,巴西,
919,901-1000,马什哈德菲尔多西大学,伊朗,
920,901-1000,嘎子大学,土耳其,
921,901-1000,岐阜大学,日本,
922,901-1000,哈弗福德学院,美国,
923,901-1000,河北医科大学,中国,
924,901-1000,印度理工学院-鲁尔基,印度,
925,901-1000,印度科学与教育研究所,印度,
926,901-1000,伊朗医科大学,伊朗,
927,901-1000,伊斯坦布尔科技大学,土耳其,
928,901-1000,胡安卡洛斯国王大学,西班牙,
929,901-1000,熊本大学,日本,
930,901-1000,湖首大学,加拿大,
931,901-1000,吕讷堡大学,德国,
932,901-1000,辽宁工业大学,中国,
933,901-1000,利物浦热带医学院,英国,
934,901-1000,洛约拉大学-芝加哥,美国,
935,901-1000,名城大学,日本,
936,901-1000,中东技术大学,土耳其,
937,901-1000,蒙大拿州立大学-勃兹曼,美国,
938,901-1000,南京中医药大学,中国,
939,901-1000,奈良科技大学,日本,
940,901-1000,台湾中兴大学,中国台湾,
941,901-1000,台湾师范大学,中国台湾,
942,901-1000,台湾科技大学,中国台湾,
943,901-1000,国立科尔多瓦大学,阿根廷,
944,901-1000,挪威经济学院,挪威,
945,901-1000,新潟大学,日本,
946,901-1000,东北农业大学,中国,
947,901-1000,东北师范大学,中国,
948,901-1000,齐鲁工业大学,中国,
949,901-1000,真纳大学,巴基斯坦,
950,901-1000,立命馆大学,日本,
951,901-1000,罗格斯大学纽瓦克分校,美国,
952,901-1000,山东农业大学,中国,
953,901-1000,山东第一医科大学,中国,
954,901-1000,上海师范大学,中国,
955,901-1000,新加坡科技设计大学,新加坡,
956,901-1000,南达科塔州立大学,美国,
957,901-1000,西南石油大学,中国,
958,901-1000,苏尔坦喀布斯大学,阿曼,
959,901-1000,多特蒙德工业大学,德国,
960,901-1000,奥斯特拉瓦技术大学,捷克,
961,901-1000,高级研究大学,日本,
962,901-1000,东京医科大学,日本,
963,901-1000,东京农工大学,日本,
964,901-1000,托木斯克国立大学,俄罗斯,
965,901-1000,马托格罗索州联邦大学,巴西,
966,901-1000,突尼斯艾尔马纳尔大学,突尼斯,
967,901-1000,阿尔梅里亚大学,西班牙,
968,901-1000,阿肯色大学-小石城,美国,
969,901-1000,坎塔布里亚大学,西班牙,
970,901-1000,丹佛大学,美国,
971,901-1000,赫特福德大学,英国,
972,901-1000,霍恩海姆大学,德国,
973,901-1000,伊巴丹大学,尼日利亚,
974,901-1000,伊苏布利亚大学,意大利,
975,901-1000,奥地利克拉根福大学,奥地利,
976,901-1000,利默里克大学,爱尔兰,
977,901-1000,林肯大学（英国）,英国,
978,901-1000,哥伦比亚洛斯安第斯大学,哥伦比亚,
979,901-1000,马萨诸塞大学-波士顿,美国,
980,901-1000,马萨诸塞大学-洛厄尔,美国,
981,901-1000,诺维萨德大学,塞尔维亚,
982,901-1000,奥尔登堡大学,德国,
983,901-1000,奥斯纳布吕克大学,德国,
984,901-1000,普瓦捷大学,法国,
985,901-1000,罗德岛大学,美国,
986,901-1000,萨尔茨堡大学,奥地利,
987,901-1000,田纳西大学卫生科学中心,美国,
988,901-1000,自由州大学,南非,
989,901-1000,图尔大学,法国,
990,901-1000,阿尔斯特大学,英国,
991,901-1000,巴利亚多利德大学,西班牙,
992,901-1000,伍珀塔尔大学,德国,
993,901-1000,巴黎第十二大学,法国,
994,901-1000,维尔纽斯格迪米纳斯技术大学,立陶宛,
995,901-1000,华沙工业大学,波兰,
996,901-1000,威廉姆斯学院,美国,
997,901-1000,弗罗茨瓦夫理工大学,波兰,
998,901-1000,武汉科技大学,中国,
999,901-1000,烟台大学,中国,
